date_id,item_dept,store,item_qty,net_sales,item_qty_lag_1,net_sales_lag_1,item_qty_lag_2,net_sales_lag_2,item_qty_lag_3,net_sales_lag_3,item_qty_lag_4,net_sales_lag_4,item_qty_lag_5,net_sales_lag_5
2021-11-04,Grocery,ABC,2648.306,522916.128,914.0,237710.29,1256.0,255926.913,1108.0,249315.458,819.0,209100.513996,3288.1,574684.181
2021-11-04,Grocery,XYZ,3268.081,510482.668,2648.306,522916.128,914.0,237710.29,1256.0,255926.913,1108.0,249315.458,819.0,209100.513996
2021-11-04,Household,ABC,921.0,243260.745014,3268.081,510482.668,2648.306,522916.128,914.0,237710.29,1256.0,255926.913,1108.0,249315.458
2021-11-04,Household,XYZ,948.0,228511.923005,921.0,243260.745014,3268.081,510482.668,2648.306,522916.128,914.0,237710.29,1256.0,255926.913
2021-11-05,Beverages,ABC,991.0,255695.365,948.0,228511.923005,921.0,243260.745014,3268.081,510482.668,2648.306,522916.128,914.0,237710.29
2021-11-05,Beverages,XYZ,910.0,217746.0,991.0,255695.365,948.0,228511.923005,921.0,243260.745014,3268.081,510482.668,2648.306,522916.128
2021-11-05,Grocery,ABC,2654.582,479383.66397,910.0,217746.0,991.0,255695.365,948.0,228511.923005,921.0,243260.745014,3268.081,510482.668
2021-11-05,Grocery,XYZ,3287.828,557072.729,2654.582,479383.66397,910.0,217746.0,991.0,255695.365,948.0,228511.923005,921.0,243260.745014
2021-11-05,Household,ABC,986.0,265589.69202,3287.828,557072.729,2654.582,479383.66397,910.0,217746.0,991.0,255695.365,948.0,228511.923005
2021-11-05,Household,XYZ,963.0,222311.011,986.0,265589.69202,3287.828,557072.729,2654.582,479383.66397,910.0,217746.0,991.0,255695.365
2021-11-06,Beverages,ABC,884.0,241963.0,963.0,222311.011,986.0,265589.69202,3287.828,557072.729,2654.582,479383.66397,910.0,217746.0
2021-11-06,Beverages,XYZ,1086.0,262426.08,884.0,241963.0,963.0,222311.011,986.0,265589.69202,3287.828,557072.729,2654.582,479383.66397
2021-11-06,Grocery,ABC,2614.006,548660.9,1086.0,262426.08,884.0,241963.0,963.0,222311.011,986.0,265589.69202,3287.828,557072.729
2021-11-06,Grocery,XYZ,3625.864,622856.562004,2614.006,548660.9,1086.0,262426.08,884.0,241963.0,963.0,222311.011,986.0,265589.69202
2021-11-06,Household,ABC,1152.0,284326.0,3625.864,622856.562004,2614.006,548660.9,1086.0,262426.08,884.0,241963.0,963.0,222311.011
2021-11-06,Household,XYZ,1315.0,305140.577002,1152.0,284326.0,3625.864,622856.562004,2614.006,548660.9,1086.0,262426.08,884.0,241963.0
2021-11-07,Beverages,ABC,937.0,218668.693,1315.0,305140.577002,1152.0,284326.0,3625.864,622856.562004,2614.006,548660.9,1086.0,262426.08
2021-11-07,Beverages,XYZ,1043.0,289993.0,937.0,218668.693,1315.0,305140.577002,1152.0,284326.0,3625.864,622856.562004,2614.006,548660.9
2021-11-07,Grocery,ABC,2646.82,505512.74297,1043.0,289993.0,937.0,218668.693,1315.0,305140.577002,1152.0,284326.0,3625.864,622856.562004
2021-11-07,Grocery,XYZ,3608.962,661655.00001,2646.82,505512.74297,1043.0,289993.0,937.0,218668.693,1315.0,305140.577002,1152.0,284326.0
2021-11-07,Household,ABC,998.0,233781.880016,3608.962,661655.00001,2646.82,505512.74297,1043.0,289993.0,937.0,218668.693,1315.0,305140.577002
2021-11-07,Household,XYZ,1252.0,283841.0,998.0,233781.880016,3608.962,661655.00001,2646.82,505512.74297,1043.0,289993.0,937.0,218668.693
2021-11-08,Beverages,ABC,974.0,246984.682,1252.0,283841.0,998.0,233781.880016,3608.962,661655.00001,2646.82,505512.74297,1043.0,289993.0
2021-11-08,Beverages,XYZ,677.0,201386.081,974.0,246984.682,1252.0,283841.0,998.0,233781.880016,3608.962,661655.00001,2646.82,505512.74297
2021-11-08,Grocery,ABC,2326.638,438841.43801,677.0,201386.081,974.0,246984.682,1252.0,283841.0,998.0,233781.880016,3608.962,661655.00001
2021-11-08,Grocery,XYZ,2879.414,498037.791,2326.638,438841.43801,677.0,201386.081,974.0,246984.682,1252.0,283841.0,998.0,233781.880016
2021-11-08,Household,ABC,883.0,240294.89201,2879.414,498037.791,2326.638,438841.43801,677.0,201386.081,974.0,246984.682,1252.0,283841.0
2021-11-08,Household,XYZ,944.0,237517.072,883.0,240294.89201,2879.414,498037.791,2326.638,438841.43801,677.0,201386.081,974.0,246984.682
2021-11-09,Beverages,ABC,815.0,199577.0,944.0,237517.072,883.0,240294.89201,2879.414,498037.791,2326.638,438841.43801,677.0,201386.081
2021-11-09,Beverages,XYZ,971.0,263813.854,815.0,199577.0,944.0,237517.072,883.0,240294.89201,2879.414,498037.791,2326.638,438841.43801
2021-11-09,Grocery,ABC,2489.046,497413.33899,971.0,263813.854,815.0,199577.0,944.0,237517.072,883.0,240294.89201,2879.414,498037.791
2021-11-09,Grocery,XYZ,3608.112,622938.069,2489.046,497413.33899,971.0,263813.854,815.0,199577.0,944.0,237517.072,883.0,240294.89201
2021-11-09,Household,ABC,930.0,229917.0,3608.112,622938.069,2489.046,497413.33899,971.0,263813.854,815.0,199577.0,944.0,237517.072
2021-11-09,Household,XYZ,1118.0,277746.993,930.0,229917.0,3608.112,622938.069,2489.046,497413.33899,971.0,263813.854,815.0,199577.0
2021-11-10,Beverages,ABC,924.0,238515.243,1118.0,277746.993,930.0,229917.0,3608.112,622938.069,2489.046,497413.33899,971.0,263813.854
2021-11-10,Beverages,XYZ,934.0,259906.508,924.0,238515.243,1118.0,277746.993,930.0,229917.0,3608.112,622938.069,2489.046,497413.33899
2021-11-10,Grocery,ABC,2876.364,522461.826,934.0,259906.508,924.0,238515.243,1118.0,277746.993,930.0,229917.0,3608.112,622938.069
2021-11-10,Grocery,XYZ,3666.634,635110.826,2876.364,522461.826,934.0,259906.508,924.0,238515.243,1118.0,277746.993,930.0,229917.0
2021-11-10,Household,ABC,1160.0,304131.278,3666.634,635110.826,2876.364,522461.826,934.0,259906.508,924.0,238515.243,1118.0,277746.993
2021-11-10,Household,XYZ,1082.0,252174.64699,1160.0,304131.278,3666.634,635110.826,2876.364,522461.826,934.0,259906.508,924.0,238515.243
2021-11-11,Beverages,ABC,1017.0,265286.0,1082.0,252174.64699,1160.0,304131.278,3666.634,635110.826,2876.364,522461.826,934.0,259906.508
2021-11-11,Beverages,XYZ,1104.0,297145.0,1017.0,265286.0,1082.0,252174.64699,1160.0,304131.278,3666.634,635110.826,2876.364,522461.826
2021-11-11,Grocery,ABC,2745.732,519793.064,1104.0,297145.0,1017.0,265286.0,1082.0,252174.64699,1160.0,304131.278,3666.634,635110.826
2021-11-11,Grocery,XYZ,3559.718,627332.13701,2745.732,519793.064,1104.0,297145.0,1017.0,265286.0,1082.0,252174.64699,1160.0,304131.278
2021-11-11,Household,ABC,1482.0,342064.0,3559.718,627332.13701,2745.732,519793.064,1104.0,297145.0,1017.0,265286.0,1082.0,252174.64699
2021-11-11,Household,XYZ,1120.0,259689.0,1482.0,342064.0,3559.718,627332.13701,2745.732,519793.064,1104.0,297145.0,1017.0,265286.0
2021-11-12,Beverages,ABC,1074.0,265109.69,1120.0,259689.0,1482.0,342064.0,3559.718,627332.13701,2745.732,519793.064,1104.0,297145.0
2021-11-12,Beverages,XYZ,920.0,243668.897,1074.0,265109.69,1120.0,259689.0,1482.0,342064.0,3559.718,627332.13701,2745.732,519793.064
2021-11-12,Grocery,ABC,2788.65,514991.726995,920.0,243668.897,1074.0,265109.69,1120.0,259689.0,1482.0,342064.0,3559.718,627332.13701
2021-11-12,Grocery,XYZ,3074.068,514545.966,2788.65,514991.726995,920.0,243668.897,1074.0,265109.69,1120.0,259689.0,1482.0,342064.0
2021-11-12,Household,ABC,1036.0,268012.22496,3074.068,514545.966,2788.65,514991.726995,920.0,243668.897,1074.0,265109.69,1120.0,259689.0
2021-11-12,Household,XYZ,1000.0,229292.71,1036.0,268012.22496,3074.068,514545.966,2788.65,514991.726995,920.0,243668.897,1074.0,265109.69
2021-11-13,Beverages,ABC,1273.0,273187.77701,1000.0,229292.71,1036.0,268012.22496,3074.068,514545.966,2788.65,514991.726995,920.0,243668.897
2021-11-13,Beverages,XYZ,1076.0,258456.263098,1273.0,273187.77701,1000.0,229292.71,1036.0,268012.22496,3074.068,514545.966,2788.65,514991.726995
2021-11-13,Grocery,ABC,2732.55,531031.46198,1076.0,258456.263098,1273.0,273187.77701,1000.0,229292.71,1036.0,268012.22496,3074.068,514545.966
2021-11-13,Grocery,XYZ,3284.398,576517.52197,2732.55,531031.46198,1076.0,258456.263098,1273.0,273187.77701,1000.0,229292.71,1036.0,268012.22496
2021-11-13,Household,ABC,1125.0,279307.127,3284.398,576517.52197,2732.55,531031.46198,1076.0,258456.263098,1273.0,273187.77701,1000.0,229292.71
2021-11-13,Household,XYZ,1048.0,239059.75497,1125.0,279307.127,3284.398,576517.52197,2732.55,531031.46198,1076.0,258456.263098,1273.0,273187.77701
2021-11-14,Beverages,ABC,921.0,225926.22212,1048.0,239059.75497,1125.0,279307.127,3284.398,576517.52197,2732.55,531031.46198,1076.0,258456.263098
2021-11-14,Beverages,XYZ,1220.0,296072.895,921.0,225926.22212,1048.0,239059.75497,1125.0,279307.127,3284.398,576517.52197,2732.55,531031.46198
2021-11-14,Grocery,ABC,2602.416,505466.29089,1220.0,296072.895,921.0,225926.22212,1048.0,239059.75497,1125.0,279307.127,3284.398,576517.52197
2021-11-14,Grocery,XYZ,4138.387,735938.785986,2602.416,505466.29089,1220.0,296072.895,921.0,225926.22212,1048.0,239059.75497,1125.0,279307.127
2021-11-14,Household,ABC,993.0,255769.42399,4138.387,735938.785986,2602.416,505466.29089,1220.0,296072.895,921.0,225926.22212,1048.0,239059.75497
2021-11-14,Household,XYZ,1158.0,269886.580994,993.0,255769.42399,4138.387,735938.785986,2602.416,505466.29089,1220.0,296072.895,921.0,225926.22212
2021-11-15,Beverages,ABC,762.0,204426.11697,1158.0,269886.580994,993.0,255769.42399,4138.387,735938.785986,2602.416,505466.29089,1220.0,296072.895
2021-11-15,Beverages,XYZ,824.0,195180.72799,762.0,204426.11697,1158.0,269886.580994,993.0,255769.42399,4138.387,735938.785986,2602.416,505466.29089
2021-11-15,Grocery,ABC,2390.932,480770.598004,824.0,195180.72799,762.0,204426.11697,1158.0,269886.580994,993.0,255769.42399,4138.387,735938.785986
2021-11-15,Grocery,XYZ,3131.84,539271.074006,2390.932,480770.598004,824.0,195180.72799,762.0,204426.11697,1158.0,269886.580994,993.0,255769.42399
2021-11-15,Household,ABC,830.0,214588.159992,3131.84,539271.074006,2390.932,480770.598004,824.0,195180.72799,762.0,204426.11697,1158.0,269886.580994
2021-11-15,Household,XYZ,972.0,251777.793994,830.0,214588.159992,3131.84,539271.074006,2390.932,480770.598004,824.0,195180.72799,762.0,204426.11697
2021-11-16,Beverages,ABC,1023.0,212758.096,972.0,251777.793994,830.0,214588.159992,3131.84,539271.074006,2390.932,480770.598004,824.0,195180.72799
2021-11-16,Beverages,XYZ,940.0,230977.082,1023.0,212758.096,972.0,251777.793994,830.0,214588.159992,3131.84,539271.074006,2390.932,480770.598004
2021-11-16,Grocery,ABC,2106.724,398716.12803,940.0,230977.082,1023.0,212758.096,972.0,251777.793994,830.0,214588.159992,3131.84,539271.074006
2021-11-16,Grocery,XYZ,3199.6,557822.965022,2106.724,398716.12803,940.0,230977.082,1023.0,212758.096,972.0,251777.793994,830.0,214588.159992
2021-11-16,Household,ABC,778.0,207955.66204,3199.6,557822.965022,2106.724,398716.12803,940.0,230977.082,1023.0,212758.096,972.0,251777.793994
2021-11-16,Household,XYZ,966.0,230942.078,778.0,207955.66204,3199.6,557822.965022,2106.724,398716.12803,940.0,230977.082,1023.0,212758.096
2021-11-17,Beverages,ABC,985.0,248992.728998,966.0,230942.078,778.0,207955.66204,3199.6,557822.965022,2106.724,398716.12803,940.0,230977.082
2021-11-17,Beverages,XYZ,924.0,255851.431,985.0,248992.728998,966.0,230942.078,778.0,207955.66204,3199.6,557822.965022,2106.724,398716.12803
2021-11-17,Grocery,ABC,2885.498,558187.29797,924.0,255851.431,985.0,248992.728998,966.0,230942.078,778.0,207955.66204,3199.6,557822.965022
2021-11-17,Grocery,XYZ,3375.546,585377.43793,2885.498,558187.29797,924.0,255851.431,985.0,248992.728998,966.0,230942.078,778.0,207955.66204
2021-11-17,Household,ABC,998.0,246364.90516,3375.546,585377.43793,2885.498,558187.29797,924.0,255851.431,985.0,248992.728998,966.0,230942.078
2021-11-17,Household,XYZ,936.0,230997.124,998.0,246364.90516,3375.546,585377.43793,2885.498,558187.29797,924.0,255851.431,985.0,248992.728998
2021-11-18,Beverages,ABC,756.0,175639.0,936.0,230997.124,998.0,246364.90516,3375.546,585377.43793,2885.498,558187.29797,924.0,255851.431
2021-11-18,Beverages,XYZ,1023.0,266097.0,756.0,175639.0,936.0,230997.124,998.0,246364.90516,3375.546,585377.43793,2885.498,558187.29797
2021-11-18,Grocery,ABC,2246.999,436620.223,1023.0,266097.0,756.0,175639.0,936.0,230997.124,998.0,246364.90516,3375.546,585377.43793
2021-11-18,Grocery,XYZ,3406.6059999999998,592236.26,2246.999,436620.223,1023.0,266097.0,756.0,175639.0,936.0,230997.124,998.0,246364.90516
2021-11-18,Household,ABC,907.0,218632.999,3406.6059999999998,592236.26,2246.999,436620.223,1023.0,266097.0,756.0,175639.0,936.0,230997.124
2021-11-18,Household,XYZ,1214.0,283519.0,907.0,218632.999,3406.6059999999998,592236.26,2246.999,436620.223,1023.0,266097.0,756.0,175639.0
2021-11-19,Beverages,ABC,880.0,237399.881,1214.0,283519.0,907.0,218632.999,3406.6059999999998,592236.26,2246.999,436620.223,1023.0,266097.0
2021-11-19,Beverages,XYZ,828.0,230181.39896,880.0,237399.881,1214.0,283519.0,907.0,218632.999,3406.6059999999998,592236.26,2246.999,436620.223
2021-11-19,Grocery,ABC,2168.21,430174.75,828.0,230181.39896,880.0,237399.881,1214.0,283519.0,907.0,218632.999,3406.6059999999998,592236.26
2021-11-19,Grocery,XYZ,3096.73,542765.726,2168.21,430174.75,828.0,230181.39896,880.0,237399.881,1214.0,283519.0,907.0,218632.999
2021-11-19,Household,ABC,755.0,204087.231018,3096.73,542765.726,2168.21,430174.75,828.0,230181.39896,880.0,237399.881,1214.0,283519.0
2021-11-19,Household,XYZ,895.0,223037.599,755.0,204087.231018,3096.73,542765.726,2168.21,430174.75,828.0,230181.39896,880.0,237399.881
2021-11-20,Beverages,ABC,937.0,225986.13103,895.0,223037.599,755.0,204087.231018,3096.73,542765.726,2168.21,430174.75,828.0,230181.39896
2021-11-20,Beverages,XYZ,1170.0,281179.09712,937.0,225986.13103,895.0,223037.599,755.0,204087.231018,3096.73,542765.726,2168.21,430174.75
2021-11-20,Grocery,ABC,2340.141,434756.16684,1170.0,281179.09712,937.0,225986.13103,895.0,223037.599,755.0,204087.231018,3096.73,542765.726
2021-11-20,Grocery,XYZ,3669.867,643345.45997,2340.141,434756.16684,1170.0,281179.09712,937.0,225986.13103,895.0,223037.599,755.0,204087.231018
2021-11-20,Household,ABC,988.0,250394.960064,3669.867,643345.45997,2340.141,434756.16684,1170.0,281179.09712,937.0,225986.13103,895.0,223037.599
2021-11-20,Household,XYZ,1219.0,287353.572882,988.0,250394.960064,3669.867,643345.45997,2340.141,434756.16684,1170.0,281179.09712,937.0,225986.13103
2021-11-21,Beverages,ABC,870.0,195036.211936,1219.0,287353.572882,988.0,250394.960064,3669.867,643345.45997,2340.141,434756.16684,1170.0,281179.09712
2021-11-21,Beverages,XYZ,1056.0,271440.419996,870.0,195036.211936,1219.0,287353.572882,988.0,250394.960064,3669.867,643345.45997,2340.141,434756.16684
2021-11-21,Grocery,ABC,2133.776,444193.117006,1056.0,271440.419996,870.0,195036.211936,1219.0,287353.572882,988.0,250394.960064,3669.867,643345.45997
2021-11-21,Grocery,XYZ,3464.803,618052.44805,2133.776,444193.117006,1056.0,271440.419996,870.0,195036.211936,1219.0,287353.572882,988.0,250394.960064
2021-11-21,Household,ABC,868.0,237329.19402,3464.803,618052.44805,2133.776,444193.117006,1056.0,271440.419996,870.0,195036.211936,1219.0,287353.572882
2021-11-21,Household,XYZ,1103.0,249596.485,868.0,237329.19402,3464.803,618052.44805,2133.776,444193.117006,1056.0,271440.419996,870.0,195036.211936
2021-11-22,Beverages,ABC,946.0,248094.88696,1103.0,249596.485,868.0,237329.19402,3464.803,618052.44805,2133.776,444193.117006,1056.0,271440.419996
2021-11-22,Beverages,XYZ,722.0,187371.38702,946.0,248094.88696,1103.0,249596.485,868.0,237329.19402,3464.803,618052.44805,2133.776,444193.117006
2021-11-22,Grocery,ABC,2262.302,447480.09202,722.0,187371.38702,946.0,248094.88696,1103.0,249596.485,868.0,237329.19402,3464.803,618052.44805
2021-11-22,Grocery,XYZ,2500.75,443513.48099999997,2262.302,447480.09202,722.0,187371.38702,946.0,248094.88696,1103.0,249596.485,868.0,237329.19402
2021-11-22,Household,ABC,914.0,230703.89903,2500.75,443513.48099999997,2262.302,447480.09202,722.0,187371.38702,946.0,248094.88696,1103.0,249596.485
2021-11-22,Household,XYZ,729.0,187888.59709,914.0,230703.89903,2500.75,443513.48099999997,2262.302,447480.09202,722.0,187371.38702,946.0,248094.88696
2021-11-23,Beverages,ABC,1202.0,300005.609,729.0,187888.59709,914.0,230703.89903,2500.75,443513.48099999997,2262.302,447480.09202,722.0,187371.38702
2021-11-23,Beverages,XYZ,834.0,217515.70898,1202.0,300005.609,729.0,187888.59709,914.0,230703.89903,2500.75,443513.48099999997,2262.302,447480.09202
2021-11-23,Grocery,ABC,2105.91,439004.82804,834.0,217515.70898,1202.0,300005.609,729.0,187888.59709,914.0,230703.89903,2500.75,443513.48099999997
2021-11-23,Grocery,XYZ,2830.034,503178.39703,2105.91,439004.82804,834.0,217515.70898,1202.0,300005.609,729.0,187888.59709,914.0,230703.89903
2021-11-23,Household,ABC,812.0,207607.93304,2830.034,503178.39703,2105.91,439004.82804,834.0,217515.70898,1202.0,300005.609,729.0,187888.59709
2021-11-23,Household,XYZ,915.0,209222.15802,812.0,207607.93304,2830.034,503178.39703,2105.91,439004.82804,834.0,217515.70898,1202.0,300005.609
2021-11-24,Beverages,ABC,1062.0,347726.53002,915.0,209222.15802,812.0,207607.93304,2830.034,503178.39703,2105.91,439004.82804,834.0,217515.70898
2021-11-24,Beverages,XYZ,663.0,192973.50502,1062.0,347726.53002,915.0,209222.15802,812.0,207607.93304,2830.034,503178.39703,2105.91,439004.82804
2021-11-24,Grocery,ABC,2093.942,399369.82997,663.0,192973.50502,1062.0,347726.53002,915.0,209222.15802,812.0,207607.93304,2830.034,503178.39703
2021-11-24,Grocery,XYZ,2991.714,509016.778996,2093.942,399369.82997,663.0,192973.50502,1062.0,347726.53002,915.0,209222.15802,812.0,207607.93304
2021-11-24,Household,ABC,862.0,248373.86402,2991.714,509016.778996,2093.942,399369.82997,663.0,192973.50502,1062.0,347726.53002,915.0,209222.15802
2021-11-24,Household,XYZ,733.0,190039.6,862.0,248373.86402,2991.714,509016.778996,2093.942,399369.82997,663.0,192973.50502,1062.0,347726.53002
2021-11-25,Beverages,ABC,1302.0,400375.23499,733.0,190039.6,862.0,248373.86402,2991.714,509016.778996,2093.942,399369.82997,663.0,192973.50502
2021-11-25,Beverages,XYZ,1014.0,274148.717,1302.0,400375.23499,733.0,190039.6,862.0,248373.86402,2991.714,509016.778996,2093.942,399369.82997
2021-11-25,Grocery,ABC,3301.456,651393.623915,1014.0,274148.717,1302.0,400375.23499,733.0,190039.6,862.0,248373.86402,2991.714,509016.778996
2021-11-25,Grocery,XYZ,3250.023,573458.03298,3301.456,651393.623915,1014.0,274148.717,1302.0,400375.23499,733.0,190039.6,862.0,248373.86402
2021-11-25,Household,ABC,1162.0,297827.26097,3250.023,573458.03298,3301.456,651393.623915,1014.0,274148.717,1302.0,400375.23499,733.0,190039.6
2021-11-25,Household,XYZ,1183.0,282947.227,1162.0,297827.26097,3250.023,573458.03298,3301.456,651393.623915,1014.0,274148.717,1302.0,400375.23499
2021-11-26,Beverages,ABC,1144.0,373327.155,1183.0,282947.227,1162.0,297827.26097,3250.023,573458.03298,3301.456,651393.623915,1014.0,274148.717
2021-11-26,Beverages,XYZ,1016.0,276472.46097,1144.0,373327.155,1183.0,282947.227,1162.0,297827.26097,3250.023,573458.03298,3301.456,651393.623915
2021-11-26,Grocery,ABC,3452.224,673480.287994,1016.0,276472.46097,1144.0,373327.155,1183.0,282947.227,1162.0,297827.26097,3250.023,573458.03298
2021-11-26,Grocery,XYZ,3201.59,570560.98599,3452.224,673480.287994,1016.0,276472.46097,1144.0,373327.155,1183.0,282947.227,1162.0,297827.26097
2021-11-26,Household,ABC,1235.0,373965.10707,3201.59,570560.98599,3452.224,673480.287994,1016.0,276472.46097,1144.0,373327.155,1183.0,282947.227
2021-11-26,Household,XYZ,1060.0,250931.105,1235.0,373965.10707,3201.59,570560.98599,3452.224,673480.287994,1016.0,276472.46097,1144.0,373327.155
2021-11-27,Beverages,ABC,1267.0,340953.14006,1060.0,250931.105,1235.0,373965.10707,3201.59,570560.98599,3452.224,673480.287994,1016.0,276472.46097
2021-11-27,Beverages,XYZ,1263.0,368467.598996,1267.0,340953.14006,1060.0,250931.105,1235.0,373965.10707,3201.59,570560.98599,3452.224,673480.287994
2021-11-27,Grocery,ABC,3081.398,614443.080988,1263.0,368467.598996,1267.0,340953.14006,1060.0,250931.105,1235.0,373965.10707,3201.59,570560.98599
2021-11-27,Grocery,XYZ,3883.659,678140.963754,3081.398,614443.080988,1263.0,368467.598996,1267.0,340953.14006,1060.0,250931.105,1235.0,373965.10707
2021-11-27,Household,ABC,1141.0,291499.76117,3883.659,678140.963754,3081.398,614443.080988,1263.0,368467.598996,1267.0,340953.14006,1060.0,250931.105
2021-11-27,Household,XYZ,1347.0,314193.697,1141.0,291499.76117,3883.659,678140.963754,3081.398,614443.080988,1263.0,368467.598996,1267.0,340953.14006
2021-11-28,Beverages,ABC,1179.0,334571.4461,1347.0,314193.697,1141.0,291499.76117,3883.659,678140.963754,3081.398,614443.080988,1263.0,368467.598996
2021-11-28,Beverages,XYZ,1247.0,366704.06,1179.0,334571.4461,1347.0,314193.697,1141.0,291499.76117,3883.659,678140.963754,3081.398,614443.080988
2021-11-28,Grocery,ABC,3174.37,648529.466092,1247.0,366704.06,1179.0,334571.4461,1347.0,314193.697,1141.0,291499.76117,3883.659,678140.963754
2021-11-28,Grocery,XYZ,4362.629,812758.257983,3174.37,648529.466092,1247.0,366704.06,1179.0,334571.4461,1347.0,314193.697,1141.0,291499.76117
2021-11-28,Household,ABC,1256.0,312479.76606,4362.629,812758.257983,3174.37,648529.466092,1247.0,366704.06,1179.0,334571.4461,1347.0,314193.697
2021-11-28,Household,XYZ,1445.0,333419.472,1256.0,312479.76606,4362.629,812758.257983,3174.37,648529.466092,1247.0,366704.06,1179.0,334571.4461
2021-11-29,Beverages,ABC,902.0,274968.424,1445.0,333419.472,1256.0,312479.76606,4362.629,812758.257983,3174.37,648529.466092,1247.0,366704.06
2021-11-29,Beverages,XYZ,968.0,267957.417,902.0,274968.424,1445.0,333419.472,1256.0,312479.76606,4362.629,812758.257983,3174.37,648529.466092
2021-11-29,Grocery,ABC,2557.853,495740.129054,968.0,267957.417,902.0,274968.424,1445.0,333419.472,1256.0,312479.76606,4362.629,812758.257983
2021-11-29,Grocery,XYZ,3128.67,546608.316016,2557.853,495740.129054,968.0,267957.417,902.0,274968.424,1445.0,333419.472,1256.0,312479.76606
2021-11-29,Household,ABC,1066.0,260525.07303,3128.67,546608.316016,2557.853,495740.129054,968.0,267957.417,902.0,274968.424,1445.0,333419.472
2021-11-29,Household,XYZ,967.0,235509.804035,1066.0,260525.07303,3128.67,546608.316016,2557.853,495740.129054,968.0,267957.417,902.0,274968.424
2021-11-30,Beverages,ABC,1121.0,295979.148,967.0,235509.804035,1066.0,260525.07303,3128.67,546608.316016,2557.853,495740.129054,968.0,267957.417
2021-11-30,Beverages,XYZ,1032.0,268409.853,1121.0,295979.148,967.0,235509.804035,1066.0,260525.07303,3128.67,546608.316016,2557.853,495740.129054
